model,large_f1,large_f1_std,medium_f1,medium_f1_std,tag_f1,tag_f1_std,large_acc,train_time_s,infer_time_ms
tfidf_lgbm,0.7683229942413513,0.021042594903982116,0.6459234641267393,0.026272933079550396,0.6938857235148432,0.027319965534693225,0.7964452180764396,44.22804711139761,11.474199825897813
