model,large_f1,large_f1_std,medium_f1,medium_f1_std,tag_f1,tag_f1_std,large_acc,train_time_s,infer_time_ms
tfidf_lgbm,0.7924061518949419,0.017555967378315957,0.6537046505686854,0.022868055061684354,0.7106525473083536,0.02990447607521676,0.8130175984166689,16.265799873415382,9.988350211642683
