비스킷,,,0,NNG,*,T,비스킷,*,*,*,*
비엔나,,,0,NNG,*,F,비엔나,*,*,*,*
비엔나소세지,,,0,NNG,*,F,비엔나소세지,*,*,*,*
비트,,,0,NNG,*,F,비트,*,*,*,*
빈티지,,,0,NNG,*,F,빈티지,*,*,*,*
빵가루,,,0,NNG,*,F,빵가루,*,*,*,*
빵류,,,0,NNG,*,F,빵류,*,*,*,*
사과,,,0,NNG,*,F,사과,*,*,*,*
사과식초,,,0,NNG,*,F,사과식초,*,*,*,*
사과잼,,,0,NNG,*,T,사과잼,*,*,*,*
사과주스,,,0,NNG,*,F,사과주스,*,*,*,*
사이다,,,0,NNG,*,F,사이다,*,*,*,*
사케,,,0,NNG,*,F,사케,*,*,*,*
산지오베제,,,0,NNG,*,F,산지오베제,*,*,*,*
살라미,,,0,NNG,*,F,살라미,*,*,*,*
살치살,,,0,NNG,*,T,살치살,*,*,*,*
삼겹살,,,0,NNG,*,T,삼겹살,*,*,*,*
상추,,,0,NNG,*,F,상추,*,*,*,*
새송이버섯,,,0,NNG,*,T,새송이버섯,*,*,*,*
새우,,,0,NNG,*,F,새우,*,*,*,*
새우젓,,,0,NNG,*,T,새우젓,*,*,*,*
샌드위치,,,0,NNG,*,F,샌드위치,*,*,*,*
샐러드,,,0,NNG,*,F,샐러드,*,*,*,*
생강,,,0,NNG,*,T,생강,*,*,*,*
생닭,,,0,NNG,*,T,생닭,*,*,*,*
생면,,,0,NNG,*,T,생면,*,*,*,*
생수,,,0,NNG,*,F,생수,*,*,*,*
생오리고기,,,0,NNG,*,F,생오리고기,*,*,*,*
생크림,,,0,NNG,*,T,생크림,*,*,*,*
생햄,,,0,NNG,*,T,생햄,*,*,*,*
샤도네이,,,0,NNG,*,F,샤도네이,*,*,*,*
샤또,,,0,NNG,*,F,샤또,*,*,*,*
샤르도네,,,0,NNG,*,F,샤르도네,*,*,*,*
샤인머스켓,,,0,NNG,*,T,샤인머스켓,*,*,*,*
샤토,,,0,NNG,*,F,샤토,*,*,*,*
샴페인,,,0,NNG,*,T,샴페인,*,*,*,*
설탕,,,0,NNG,*,T,설탕,*,*,*,*
세트지,,,0,NNG,*,F,세트지,*,*,*,*
소고기,,,0,NNG,*,F,소고기,*,*,*,*
소고기묶음,,,0,NNG,*,T,소고기묶음,*,*,*,*
소금,,,0,NNG,*,T,소금,*,*,*,*
소금빵,,,0,NNG,*,T,소금빵,*,*,*,*
소다짐육,,,0,NNG,*,T,소다짐육,*,*,*,*
소등심,,,0,NNG,*,T,소등심,*,*,*,*
소면,,,0,NNG,*,T,소면,*,*,*,*
소비뇽,,,0,NNG,*,T,소비뇽,*,*,*,*
소비뇽블랑,,,0,NNG,*,T,소비뇽블랑,*,*,*,*
소세지,,,0,NNG,*,F,소세지,*,*,*,*
소스,,,0,NNG,*,F,소스,*,*,*,*
소안심,,,0,NNG,*,T,소안심,*,*,*,*
소주,,,0,NNG,*,F,소주,*,*,*,*
송이버섯,,,0,NNG,*,T,송이버섯,*,*,*,*
수박,,,0,NNG,*,T,수박,*,*,*,*
수제비,,,0,NNG,*,F,수제비,*,*,*,*
숙성,,,0,NNG,*,T,숙성,*,*,*,*
숙주,,,0,NNG,*,F,숙주,*,*,*,*
쉐리캐스크,,,0,NNG,*,F,쉐리캐스크,*,*,*,*
쉬라즈,,,0,NNG,*,F,쉬라즈,*,*,*,*
슈가파우더,,,0,NNG,*,F,슈가파우더,*,*,*,*
스낵,,,0,NNG,*,T,스낵,*,*,*,*
스낵바,,,0,NNG,*,F,스낵바,*,*,*,*
스리라차,,,0,NNG,*,F,스리라차,*,*,*,*
스카치,,,0,NNG,*,F,스카치,*,*,*,*
스콘,,,0,NNG,*,T,스콘,*,*,*,*
스타우트,,,0,NNG,*,F,스타우트,*,*,*,*
스테비아,,,0,NNG,*,F,스테비아,*,*,*,*
스트링,,,0,NNG,*,T,스트링,*,*,*,*
스트링치즈,,,0,NNG,*,F,스트링치즈,*,*,*,*
스파클링,,,0,NNG,*,T,스파클링,*,*,*,*
스파클링와인,,,0,NNG,*,T,스파클링와인,*,*,*,*
스팸,,,0,NNG,*,T,스팸,*,*,*,*
시금치,,,0,NNG,*,F,시금치,*,*,*,*
시라,,,0,NNG,*,F,시라,*,*,*,*
시루떡,,,0,NNG,*,T,시루떡,*,*,*,*
시리얼,,,0,NNG,*,T,시리얼,*,*,*,*
식물성,,,0,NNG,*,T,식물성,*,*,*,*
식물성음료,,,0,NNG,*,F,식물성음료,*,*,*,*
식빵,,,0,NNG,*,T,식빵,*,*,*,*
식초,,,0,NNG,*,F,식초,*,*,*,*
싱글몰트,,,0,NNG,*,F,싱글몰트,*,*,*,*
싱글배럴,,,0,NNG,*,T,싱글배럴,*,*,*,*
쌀가루,,,0,NNG,*,F,쌀가루,*,*,*,*
쌀국수,,,0,NNG,*,F,쌀국수,*,*,*,*
쌀국수면,,,0,NNG,*,T,쌀국수면,*,*,*,*
쌀봉지,,,0,NNG,*,F,쌀봉지,*,*,*,*
쌈장,,,0,NNG,*,T,쌈장,*,*,*,*
아몬드,,,0,NNG,*,F,아몬드,*,*,*,*
아몬드가루,,,0,NNG,*,F,아몬드가루,*,*,*,*
아보카도,,,0,NNG,*,F,아보카도,*,*,*,*
아보카도오일,,,0,NNG,*,T,아보카도오일,*,*,*,*
아이스크림,,,0,NNG,*,T,아이스크림,*,*,*,*
아일라,,,0,NNG,*,F,아일라,*,*,*,*
아페리티프,,,0,NNG,*,F,아페리티프,*,*,*,*
안심,,,0,NNG,*,T,안심,*,*,*,*
앞다리살,,,0,NNG,*,T,앞다리살,*,*,*,*
애호박,,,0,NNG,*,T,애호박,*,*,*,*
액젓,,,0,NNG,*,T,액젓,*,*,*,*
약과,,,0,NNG,*,F,약과,*,*,*,*
약주,,,0,NNG,*,F,약주,*,*,*,*
양갈비,,,0,NNG,*,F,양갈비,*,*,*,*
양갱,,,0,NNG,*,T,양갱,*,*,*,*
양꼬치,,,0,NNG,*,F,양꼬치,*,*,*,*
양배추,,,0,NNG,*,F,양배추,*,*,*,*
양상추,,,0,NNG,*,F,양상추,*,*,*,*
양송이버섯,,,0,NNG,*,T,양송이버섯,*,*,*,*
양지,,,0,NNG,*,F,양지,*,*,*,*
양파,,,0,NNG,*,F,양파,*,*,*,*
어묵,,,0,NNG,*,T,어묵,*,*,*,*
어묵바,,,0,NNG,*,F,어묵바,*,*,*,*
어육가공품,,,0,NNG,*,T,어육가공품,*,*,*,*
에멘탈,,,0,NNG,*,T,에멘탈,*,*,*,*
에멘탈치즈,,,0,NNG,*,F,에멘탈치즈,*,*,*,*
에일,,,0,NNG,*,T,에일,*,*,*,*
연근,,,0,NNG,*,T,연근,*,*,*,*
연두부,,,0,NNG,*,F,연두부,*,*,*,*
연어,,,0,NNG,*,F,연어,*,*,*,*
연어회,,,0,NNG,*,F,연어회,*,*,*,*
연유,,,0,NNG,*,F,연유,*,*,*,*
열무김치,,,0,NNG,*,F,열무김치,*,*,*,*
오겹살,,,0,NNG,*,T,오겹살,*,*,*,*
오레가노,,,0,NNG,*,F,오레가노,*,*,*,*
오렌지,,,0,NNG,*,F,오렌지,*,*,*,*
오렌지주스,,,0,NNG,*,F,오렌지주스,*,*,*,*
오리,,,0,NNG,*,F,오리,*,*,*,*
오리가슴살,,,0,NNG,*,T,오리가슴살,*,*,*,*
오리고기,,,0,NNG,*,F,오리고기,*,*,*,*
오이,,,0,NNG,*,F,오이,*,*,*,*
오이고추,,,0,NNG,*,F,오이고추,*,*,*,*
오이소박이,,,0,NNG,*,F,오이소박이,*,*,*,*
오일,,,0,NNG,*,T,오일,*,*,*,*
오징어,,,0,NNG,*,F,오징어,*,*,*,*
오징어젓,,,0,NNG,*,T,오징어젓,*,*,*,*
옥수수,,,0,NNG,*,F,옥수수,*,*,*,*
옥수수전분,,,0,NNG,*,T,옥수수전분,*,*,*,*
옥수수칩,,,0,NNG,*,T,옥수수칩,*,*,*,*
옥수수캔,,,0,NNG,*,T,옥수수캔,*,*,*,*
올리고당,,,0,NNG,*,T,올리고당,*,*,*,*
올리브오일,,,0,NNG,*,T,올리브오일,*,*,*,*
와사비,,,0,NNG,*,F,와사비,*,*,*,*
와인,,,0,NNG,*,T,와인,*,*,*,*
와플,,,0,NNG,*,T,와플,*,*,*,*
요거트,,,0,NNG,*,F,요거트,*,*,*,*
요구르트,,,0,NNG,*,F,요구르트,*,*,*,*
우동면,,,0,NNG,*,T,우동면,*,*,*,*
우둔살,,,0,NNG,*,T,우둔살,*,*,*,*
우메슈,,,0,NNG,*,F,우메슈,*,*,*,*
우엉,,,0,NNG,*,T,우엉,*,*,*,*
우유,,,0,NNG,*,F,우유,*,*,*,*
원두,,,0,NNG,*,F,원두,*,*,*,*
월계수잎,,,0,NNG,*,T,월계수잎,*,*,*,*
웨하스,,,0,NNG,*,F,웨하스,*,*,*,*
위스키,,,0,NNG,*,F,위스키,*,*,*,*
유부,,,0,NNG,*,F,유부,*,*,*,*
유음료,,,0,NNG,*,F,유음료,*,*,*,*
유자차,,,0,NNG,*,F,유자차,*,*,*,*
유지류,,,0,NNG,*,F,유지류,*,*,*,*
육수,,,0,NNG,*,F,육수,*,*,*,*
육포,,,0,NNG,*,F,육포,*,*,*,*
율무,,,0,NNG,*,F,율무,*,*,*,*
음료,,,0,NNG,*,F,음료,*,*,*,*
이스트,,,0,NNG,*,F,이스트,*,*,*,*
이온음료,,,0,NNG,*,F,이온음료,*,*,*,*
인절미,,,0,NNG,*,F,인절미,*,*,*,*
입욕,,,0,NNG,*,T,입욕,*,*,*,*
잡곡,,,0,NNG,*,T,잡곡,*,*,*,*
장아찌,,,0,NNG,*,F,장아찌,*,*,*,*
장조림,,,0,NNG,*,T,장조림,*,*,*,*
저지방,,,0,NNG,*,T,저지방,*,*,*,*
