model,large_f1,large_f1_std,medium_f1,medium_f1_std,tag_f1,tag_f1_std,large_acc,train_time_s,infer_time_ms
tfidf_lgbm,0.8503349578227727,0.01072056249624238,0.7404559373768766,0.02716566194632877,0.7900661405587617,0.02304756463441063,0.8595371910735429,18.22374784157146,9.339941781945527
