model,large_f1,large_f1_std,medium_f1,medium_f1_std,tag_f1,tag_f1_std,large_acc,train_time_s,infer_time_ms
tfidf_lgbm,0.8574513451361293,0.012477120786073458,0.7536324895582409,0.016141920133703965,0.8014299532917807,0.022199931492789385,0.8638833043221336,51.34864927297458,8.680208399891853
